animalid,name,datetime,outcometype,outcomesubtype,animaltype,sexuponoutcome,ageuponoutcome,breed,color
A711343,Chicken,2015-11-12 10:07:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair Mix,Brown Tabby
A703894,Fluff,2015-08-02 12:32:00,Adoption,Offsite,Cat,Neutered Male,90,Turkish Van Mix,White/Blue
A692523,Bella,2014-12-07 11:03:00,Transfer,Partner,Dog,Spayed Female,365,Miniature Pinscher Mix,Red
A694806,Troy,2015-01-14 12:00:00,Adoption,unknown,Dog,Neutered Male,365,Australian Cattle Dog Mix,Brown/White
A676855,Chica,2014-04-22 17:54:00,Transfer,Partner,Dog,Spayed Female,1825,Rat Terrier/Chihuahua Shorthair,Tricolor/White
A700756,Maya,2015-10-10 12:20:00,Adoption,unknown,Dog,Spayed Female,2555,Bichon Frise Mix,White
A682471,Unnamed,2014-06-28 14:25:00,Transfer,Partner,Dog,Unknown,7,Labrador Retriever Mix,Black
A466709,Lucky,2015-03-31 11:31:00,Transfer,Partner,Cat,Neutered Male,2920,American Shorthair Mix,Blue/White
A683680,Ollie,2014-07-17 17:01:00,Adoption,unknown,Dog,Neutered Male,120,Dachshund Mix,Brown Brindle
A672712,Fiona,2014-02-23 10:59:00,Transfer,Partner,Dog,Intact Female,4380,Chihuahua Shorthair Mix,Black/White
A645645,Unnamed,2014-12-07 13:11:00,Adoption,unknown,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Tan/White
A704427,Oscar,2015-12-28 14:29:00,Transfer,Partner,Cat,Neutered Male,240,Domestic Shorthair Mix,Orange Tabby
A666892,Olivia,2013-11-16 18:37:00,Adoption,unknown,Dog,Spayed Female,730,German Shepherd/Golden Retriever,Brown/Black
A684006,Unnamed,2014-07-18 14:03:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Brown Tabby
A674305,Aspen,2015-03-01 17:20:00,Adoption,unknown,Dog,Neutered Male,1460,Siberian Husky Mix,White/Black
A668232,Mikey,2013-12-31 15:26:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair,Black Tabby/White
A677909,Long John,2014-05-26 11:16:00,Adoption,unknown,Cat,Neutered Male,730,Domestic Shorthair Mix,Silver Tabby
A673110,Charlie,2014-03-09 19:01:00,Adoption,unknown,Dog,Spayed Female,2190,Maltese Mix,White
A700022,Unnamed,2015-04-08 23:22:00,Transfer,Partner,Dog,Neutered Male,730,Miniature Poodle Mix,White
A714726,Victor,2015-11-01 00:00:00,Transfer,Partner,Dog,Intact Male,365,Chihuahua Shorthair/Dachshund,Brown/White
A681931,Heather,2014-07-08 15:40:00,Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair Mix,Tortie
A686720,Milt Jackson,2014-09-16 17:34:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White
A692154,Titus,2014-11-20 12:36:00,Transfer,Partner,Cat,Neutered Male,60,Domestic Medium Hair Mix,Orange Tabby/White
A719785,Unnamed,2016-02-18 10:36:00,Euthanasia,Suffering,Cat,Intact Male,730,Siamese Mix,Blue Point
A661097,Remy,2013-10-04 09:13:00,Adoption,Foster,Cat,Neutered Male,365,Domestic Shorthair Mix,Orange Tabby
A703609,Oreo,2015-06-30 17:31:00,Adoption,unknown,Cat,Neutered Male,30,Domestic Medium Hair Mix,Black/White
A681689,Tony,2014-06-21 09:16:00,Return_to_owner,unknown,Cat,Neutered Male,2920,Domestic Shorthair Mix,Orange Tabby/White
A667327,Lucy,2013-11-16 13:31:00,Return_to_owner,unknown,Dog,Spayed Female,4745,Maltese Mix,White
A656069,Roko,2016-01-03 14:06:00,Return_to_owner,unknown,Dog,Neutered Male,730,Great Dane/Labrador Retriever,Black/White
A702200,Unnamed,2015-05-11 09:00:00,Transfer,SCRP,Cat,Intact Female,730,Siamese Mix,Lynx Point
A706394,Bradley,2015-07-14 16:08:00,Adoption,unknown,Dog,Intact Male,365,Labrador Retriever Mix,Black/White
A684821,Glenn,2014-08-06 14:26:00,Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair Mix,White/Blue
A701585,Charlie,2015-06-03 11:58:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Orange Tabby
A671297,Bon Bon,2015-07-01 17:26:00,Return_to_owner,unknown,Dog,Intact Male,730,Miniature Poodle Mix,White
A673210,Seven,2014-02-28 16:27:00,Adoption,unknown,Cat,Spayed Female,2920,Maine Coon Mix,Torbie
A675171,Bentley,2014-03-28 16:42:00,Return_to_owner,unknown,Dog,Neutered Male,730,Miniature Pinscher,Black/Tan
A700415,Cara,2015-05-01 17:56:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Cream Tabby
A686666,Ellie,2014-09-01 16:41:00,Adoption,unknown,Dog,Spayed Female,210,German Shepherd Mix,White/Cream
A705857,Unnamed,2015-06-27 16:35:00,Euthanasia,Suffering,Cat,Intact Male,300,Domestic Shorthair Mix,Black
A661131,Robbin,2013-10-13 14:22:00,Adoption,unknown,Cat,Spayed Female,120,Domestic Shorthair Mix,Cream Tabby
A663982,Unnamed,2013-10-02 16:36:00,Transfer,Partner,Dog,Intact Male,365,Miniature Pinscher Mix,Black/Tan
A682625,Unnamed,2014-07-13 19:12:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black Smoke
A681474,Unnamed,2014-06-17 13:52:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Brown Tabby
A668333,Sawyer,2014-01-20 16:45:00,Adoption,Foster,Dog,Neutered Male,210,Whippet/Beagle,Red/White
A686110,Unnamed,2014-08-20 14:05:00,Transfer,Partner,Dog,Intact Female,21,Australian Kelpie Mix,Black/Brown
A706476,Unnamed,2015-06-29 14:39:00,Transfer,Partner,Cat,Unknown,21,Domestic Longhair Mix,Brown Tabby
A690028,Ander,2014-10-19 18:38:00,Adoption,unknown,Dog,Neutered Male,210,Labrador Retriever Mix,Black/Brown Brindle
A710396,Gracie,2015-08-29 16:54:00,Transfer,Partner,Dog,Intact Male,240,German Shepherd Mix,Tan/Black
A705198,Mike,2015-07-18 19:09:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby/White
A677835,Suzette,2014-07-12 11:41:00,Adoption,Foster,Cat,Spayed Female,365,Domestic Shorthair Mix,Torbie
A710172,Leonard,2015-08-26 16:20:00,Adoption,unknown,Cat,Neutered Male,2190,Siamese Mix,Flame Point
A717053,Dusty Rose,2015-12-02 16:22:00,Return_to_owner,unknown,Dog,Spayed Female,365,Labrador Retriever Mix,Black Brindle/White
A706396,Suzy,2015-07-11 09:51:00,Died,In Kennel,Cat,Intact Female,30,Domestic Shorthair Mix,Cream Tabby/White
A683907,Smokey,2014-07-20 14:09:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Black Smoke
A709055,Alabaster,2015-09-27 13:48:00,Adoption,unknown,Dog,Neutered Male,365,Staffordshire/Boxer,White
A672661,Tiger,2014-03-15 14:03:00,Return_to_owner,unknown,Cat,Spayed Female,365,Snowshoe Mix,Calico Point
A685681,Bella,2014-08-17 17:31:00,Adoption,unknown,Dog,Spayed Female,60,Cairn Terrier/Scottish Terrier,Black Brindle/White
A690745,Unnamed,2014-10-25 13:22:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Brown Tabby
A715654,Ajax,2015-12-30 16:27:00,Transfer,Partner,Dog,Neutered Male,180,Pointer Mix,White
A716117,Diesel,2015-11-22 17:36:00,Adoption,unknown,Dog,Neutered Male,365,Pit Bull Mix,White/Black
A704692,Harriet,2015-06-12 13:57:00,Adoption,unknown,Dog,Spayed Female,60,Labrador Retriever Mix,Fawn
A716855,Faux,2015-12-30 18:27:00,Adoption,unknown,Cat,Spayed Female,4015,Domestic Shorthair Mix,Tortie
A714283,Unnamed,2015-10-21 09:00:00,Transfer,SCRP,Cat,Intact Male,120,Domestic Shorthair Mix,Brown Tabby
A689291,Jolene,2014-10-14 16:53:00,Return_to_owner,unknown,Dog,Intact Female,730,Boxer Mix,Brown/White
A697359,Poppy,2015-02-25 17:01:00,Return_to_owner,unknown,Dog,Spayed Female,1825,Miniature Poodle Mix,White
A666015,Unnamed,2013-10-26 12:03:00,Transfer,Partner,Cat,Unknown,28,Domestic Longhair Mix,Blue Tabby/White
A706468,Unnamed,2015-06-29 17:26:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Calico
A680145,Unnamed,2014-05-31 11:22:00,Transfer,Partner,Dog,Intact Female,2,Labrador Retriever Mix,Black/White
A718717,Unnamed,2016-01-09 18:18:00,Adoption,unknown,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Tan/White
A716975,Moxie,2016-01-04 00:00:00,Transfer,Partner,Cat,Spayed Female,365,Domestic Medium Hair Mix,Brown Tabby
A711165,Lady,2016-01-17 15:15:00,Return_to_owner,unknown,Dog,Spayed Female,365,Pointer Mix,Black/White
A683383,Shelly,2014-07-18 16:07:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,White/Black
A706922,Layla Lee,2015-07-09 16:57:00,Return_to_owner,unknown,Dog,Spayed Female,180,Chihuahua Shorthair Mix,White/Brown
A681061,Catnip,2014-06-19 14:35:00,Transfer,Partner,Cat,Spayed Female,240,Domestic Shorthair Mix,Brown Tabby/White
A656668,Napoleon,2014-05-04 12:47:00,Adoption,Offsite,Dog,Neutered Male,365,St. Bernard Rough Coat/Standard Schnauzer,Gray/White
A687516,Unnamed,2014-09-18 14:51:00,Transfer,Partner,Cat,Spayed Female,180,Domestic Shorthair Mix,Orange Tabby
A716940,Unnamed,2015-12-01 08:04:00,Euthanasia,Rabies Risk,Cat,Spayed Female,270,Domestic Shorthair Mix,Black/White
A704370,Unnamed,2015-06-08 09:39:00,Euthanasia,Suffering,Cat,Spayed Female,4380,Domestic Shorthair Mix,Black
A720098,Bailey,2016-02-07 00:00:00,Transfer,Partner,Cat,Spayed Female,1095,Snowshoe Mix,Seal Point/Brown
A691461,Cali,2014-12-07 16:15:00,Adoption,unknown,Dog,Spayed Female,730,Pit Bull Mix,Brown Brindle
A701533,Jaron,2015-05-25 13:46:00,Adoption,unknown,Dog,Neutered Male,365,American Staffordshire Terrier Mix,Black/White
A704574,Tina,2015-09-29 07:59:00,Adoption,Foster,Dog,Spayed Female,210,Chihuahua Shorthair/Dachshund,Black/Tan
A679725,Unnamed,2014-06-01 14:53:00,Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair Mix,White
A688930,Kramer,2014-10-06 11:18:00,Transfer,Partner,Dog,Neutered Male,120,Black Mouth Cur Mix,Brown
A686812,Sy,2014-08-30 16:50:00,Adoption,unknown,Cat,Neutered Male,365,Siamese,Seal Point
A685116,Unnamed,2014-08-07 11:59:00,Adoption,unknown,Dog,Neutered Male,2190,Yorkshire Terrier Mix,Blue/Tan
A679573,Unnamed,2014-05-31 19:02:00,Adoption,unknown,Dog,Neutered Male,730,Border Collie Mix,Black/White
A667420,Unnamed,2013-11-19 18:58:00,Transfer,Partner,Dog,Intact Male,30,German Shepherd Mix,Black/Tan
A686997,Unnamed,2014-08-30 12:57:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Brown Tabby
A671706,Unnamed,2014-02-12 11:34:00,Euthanasia,Aggressive,Dog,Intact Female,730,Staffordshire Mix,Black/White
A696223,Unnamed,2015-02-01 09:00:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Brown Tabby
A692887,Moby Dixson,2014-12-02 18:15:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Blue Tabby
A666967,Mozart,2013-11-10 14:57:00,Return_to_owner,unknown,Dog,Neutered Male,2190,Golden Retriever Mix,Gold
A703187,Sparrow,2015-05-26 19:09:00,Adoption,unknown,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Tricolor
A676086,Unnamed,2014-04-17 13:18:00,Transfer,Partner,Dog,Spayed Female,730,Chihuahua Shorthair,Liver/Tan
A670626,Callie,2014-01-31 14:39:00,Transfer,SCRP,Cat,Spayed Female,730,Domestic Shorthair,Calico
A670463,Ricki,2014-04-10 17:34:00,Adoption,unknown,Cat,Neutered Male,365,Domestic Shorthair Mix,Brown Tabby
A673939,Pete,2014-03-30 12:18:00,Transfer,Partner,Dog,Neutered Male,60,Labrador Retriever Mix,Brown/White
A706828,Unnamed,2015-07-19 18:52:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Black
A713048,Unnamed,2015-10-02 12:35:00,Transfer,Partner,Cat,Unknown,7,Domestic Shorthair Mix,White
A664666,Red,2013-11-11 16:51:00,Return_to_owner,unknown,Dog,Spayed Female,270,Australian Cattle Dog Mix,Red Merle
A665259,Unnamed,2013-12-07 16:01:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,White/Black
A682705,Harlow,2014-07-05 18:27:00,Adoption,unknown,Dog,Spayed Female,730,Pointer/Queensland Heeler,Black/White
A713398,Unnamed,2015-10-08 13:45:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Black
A673445,Unnamed,2014-02-26 15:10:00,Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair Mix,Brown Tabby
A694286,Unnamed,2014-12-30 15:09:00,Transfer,Partner,Dog,Spayed Female,365,Dachshund Mix,Black/Brown
A709419,Unnamed,2015-08-30 18:15:00,Adoption,unknown,Dog,Neutered Male,1825,Pit Bull Mix,Brown Brindle/White
A700226,Annie,2015-04-29 16:39:00,Transfer,Partner,Dog,Spayed Female,2555,Labrador Retriever Mix,Red/White
A702085,Donut,2015-05-09 11:04:00,Return_to_owner,unknown,Dog,Spayed Female,730,Cairn Terrier Mix,Tan/Tan
A686071,Fiona,2014-08-20 16:42:00,Adoption,unknown,Dog,Intact Female,330,Chihuahua Shorthair Mix,Black/White
A664503,Unnamed,2013-10-10 18:17:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White
A710768,Emily,2015-09-01 13:47:00,Transfer,Partner,Dog,Intact Female,1095,Chihuahua Shorthair Mix,Tan/White
A671175,Wedo,2014-02-07 15:06:00,Transfer,Partner,Dog,Neutered Male,730,Labrador Retriever Mix,Yellow/White
A703851,Unnamed,2015-05-31 14:55:00,Transfer,Partner,Dog,Intact Male,5,American Bulldog Mix,White/Tan
A694520,Pickle,2015-01-31 18:24:00,Adoption,unknown,Dog,Neutered Male,330,Dachshund,Black/White
A693723,Rocky,2014-12-13 18:21:00,Adoption,unknown,Dog,Neutered Male,60,Cardigan Welsh Corgi Mix,Brown/Black
A580225,Jade,2015-01-20 13:35:00,Return_to_owner,unknown,Dog,Spayed Female,1460,Pit Bull Mix,White/Tan
A691670,Ranger,2014-11-23 16:50:00,Adoption,unknown,Dog,Neutered Male,240,Border Collie Mix,Black/White
A686542,Vinny,2014-08-30 14:22:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,White/Brown Tabby
A689759,Rex,2014-10-14 12:17:00,Return_to_owner,unknown,Dog,Neutered Male,365,Australian Cattle Dog Mix,Red Merle/Tan
A666154,Gizmo,2013-12-27 13:15:00,Adoption,unknown,Cat,Spayed Female,365,Domestic Shorthair Mix,Calico
A706904,Summit,2015-07-05 18:28:00,Return_to_owner,unknown,Dog,Spayed Female,1460,Australian Shepherd Mix,Brown Merle
A666607,Unnamed,2013-11-04 15:01:00,Transfer,Partner,Dog,Intact Female,0,Beagle/Chihuahua Shorthair,White
A671254,Artemis,2014-01-27 17:40:00,Adoption,unknown,Dog,Spayed Female,730,Yorkshire Terrier Mix,Gray
A720798,Cubbie,2016-02-21 18:16:00,Adoption,unknown,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Black/Brown
A692907,Bock,2015-02-14 16:50:00,Adoption,unknown,Dog,Neutered Male,730,German Shepherd Mix,Red/Black
A704726, Joanie,2015-07-05 13:59:00,Adoption,unknown,Dog,Spayed Female,2920,Border Collie Mix,Black
A677548,Unnamed,2014-04-26 15:31:00,Transfer,Partner,Cat,Intact Male,21,Domestic Medium Hair Mix,Black
A688340,Willey,2014-09-22 12:18:00,Return_to_owner,unknown,Cat,Spayed Female,1460,Domestic Shorthair Mix,Blue Tabby
A692504,Osyrus,2014-11-25 14:14:00,Transfer,Partner,Cat,Spayed Female,2555,Domestic Shorthair Mix,Gray Tabby/White
A689199,Snickers,2014-10-07 15:35:00,Adoption,unknown,Cat,Spayed Female,365,Domestic Shorthair Mix,Black
A604969,Buddy,2014-05-25 14:05:00,Return_to_owner,unknown,Dog,Neutered Male,2190,Labrador Retriever Mix,Brown Brindle
A665898,Markie,2014-02-02 17:04:00,Adoption,unknown,Dog,Neutered Male,365,Pit Bull Mix,Brown/White
A681882,Ollie,2014-06-22 16:13:00,Transfer,Partner,Dog,Intact Male,60,Dachshund Mix,Red/White
A678114,Unnamed,2014-05-04 13:52:00,Transfer,Partner,Cat,Intact Female,3,Domestic Shorthair Mix,Blue Tabby
A687680,Unnamed,2014-09-08 18:53:00,Transfer,Partner,Cat,Unknown,5,Domestic Shorthair Mix,Blue Tabby
A694051,Unnamed,2014-12-26 16:13:00,Transfer,Partner,Dog,Intact Male,14,Anatol Shepherd Mix,Black
A717662,Unnamed,2015-12-16 18:59:00,Transfer,SCRP,Cat,Neutered Male,365,Domestic Shorthair Mix,Brown Tabby
A710111,Petunia,2015-08-29 17:18:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Torbie
A691940,Hannah,2014-12-27 13:11:00,Adoption,unknown,Dog,Spayed Female,730,Basenji Mix,Tricolor
A714696,Unnamed,2015-10-27 13:28:00,Transfer,Partner,Cat,Unknown,28,Domestic Medium Hair Mix,Brown Tabby
A710389,Frodo,2015-08-30 12:58:00,Adoption,unknown,Cat,Intact Male,60,Domestic Shorthair Mix,Black
A699929,Coco,2015-04-11 12:28:00,Return_to_owner,unknown,Dog,Intact Male,730,Chihuahua Shorthair/Dachshund,Tan
A715569,Janey,2015-11-21 12:10:00,Transfer,Partner,Cat,Spayed Female,180,Domestic Shorthair Mix,Brown Tabby/White
A712782,Unnamed,2015-09-29 09:00:00,Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair Mix,Brown Tabby
A681379,Coffee,2014-06-15 18:03:00,Euthanasia,Medical,Dog,Intact Male,1460,Labrador Retriever/Pit Bull,Tan
A704674,Reina,2015-08-02 13:00:00,Adoption,Foster,Dog,Spayed Female,30,Dachshund Wirehair/Miniature Poodle,Tricolor
A719844,Niner,2016-01-30 17:22:00,Return_to_owner,unknown,Dog,Neutered Male,365,Pit Bull Mix,Brown/Black
A700947,Mack,2015-06-04 17:34:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Australian Shepherd Mix,Black/Brown
A712421,Cameron,2015-11-11 13:53:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,White/Blue Tabby
A682537,Coconut,2014-06-29 15:09:00,Transfer,Partner,Dog,Intact Female,90,Chihuahua Shorthair/Border Terrier,White/Buff
A671459,Cain,2014-01-26 12:00:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Pit Bull,Brown
A688095,Mr. Bones,2014-09-16 15:40:00,Transfer,Partner,Dog,Intact Male,730,Pekingese,Cream
A676225,Gypsy,2014-05-05 12:32:00,Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair Mix,White/Blue
A704526,Lucy,2015-11-10 12:08:00,Transfer,Partner,Dog,Spayed Female,300,Pointer Mix,White/Brown
A709714,Unnamed,2015-08-12 14:33:00,Euthanasia,Suffering,Cat,Unknown,7,Domestic Shorthair Mix,Black Tabby
A611226,Leon,2015-03-22 14:50:00,Return_to_owner,unknown,Dog,Neutered Male,1460,Border Terrier/Bruss Griffon,Brown
A664986,Unnamed,2013-10-13 15:24:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Calico/White
A668187,Roo,2013-12-01 17:59:00,Return_to_owner,unknown,Dog,Neutered Male,730,Rhod Ridgeback Mix,Brown/White
A706376,Harley,2015-07-11 14:56:00,Adoption,unknown,Dog,Spayed Female,730,German Shepherd Mix,Tan/Black
A664073,Parker,2013-10-07 17:06:00,Adoption,unknown,Dog,Neutered Male,730,Hovawart Mix,Black/Tan
A679610,Lady J,2014-05-28 17:19:00,Adoption,unknown,Dog,Spayed Female,365,Shiba Inu/Siberian Husky,Yellow/White
A694224,Juno,2014-12-23 11:07:00,Return_to_owner,unknown,Dog,Spayed Female,2555,Beagle Mix,Tricolor
A715320,Unnamed,2015-11-14 12:17:00,Adoption,unknown,Cat,Spayed Female,90,Domestic Shorthair Mix,Tortie
A709484,Walter,2015-09-01 00:00:00,Transfer,Partner,Cat,Neutered Male,120,Domestic Shorthair Mix,Orange Tabby
A702584,Unnamed,2015-05-16 09:00:00,Transfer,SCRP,Cat,Intact Male,90,Domestic Shorthair Mix,Brown Tabby
A703719,Rose,2015-06-06 11:29:00,Return_to_owner,unknown,Cat,Spayed Female,2190,Domestic Shorthair Mix,Cream Tabby
A664244,Fumanchu,2013-10-31 14:56:00,Adoption,unknown,Dog,Neutered Male,60,Pit Bull Mix,Black/Black Brindle
A712868,Cecil,2015-10-05 16:34:00,Transfer,Partner,Dog,Neutered Male,730,Chihuahua Shorthair,Sable/White
A696267,Riley,2015-02-05 17:27:00,Adoption,unknown,Dog,Neutered Male,2555,Miniature Schnauzer Mix,White
A668895,Dot,2013-12-11 15:31:00,Return_to_owner,unknown,Dog,Intact Female,3650,Rat Terrier Mix,Tricolor
A719996,Danby,2016-02-05 15:14:00,Transfer,Partner,Dog,Intact Male,300,Pit Bull Mix,Brown Brindle
A697431,Pearl,2015-03-09 11:42:00,Adoption,unknown,Dog,Spayed Female,3650,Maltese,White
A720201,Kitty Kitty,2016-02-06 17:46:00,Adoption,unknown,Cat,Spayed Female,300,Domestic Shorthair Mix,Silver Tabby/White
A716633,Unnamed,2015-11-26 20:20:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Tortie
A668694,Reece,2013-12-12 17:06:00,Adoption,unknown,Dog,Spayed Female,90,Chihuahua Shorthair Mix,White
A663220,Jolene,2014-02-17 18:24:00,Adoption,unknown,Dog,Spayed Female,365,Jack Russell Terrier Mix,White/Brown
A688451,Unnamed,2014-09-23 16:57:00,Adoption,unknown,Dog,Neutered Male,60,Chihuahua Shorthair Mix,Yellow/White
A669979,Unnamed,2013-12-31 14:58:00,Return_to_owner,unknown,Dog,Neutered Male,2555,Pomeranian Mix,Red
A616205,Milo,2014-03-13 17:19:00,Return_to_owner,unknown,Cat,Neutered Male,730,Domestic Medium Hair Mix,Black
A712305,Saturn,2015-10-04 16:33:00,Adoption,unknown,Dog,Spayed Female,1095,Pit Bull Mix,Blue/White
A668644,Chuck,2014-02-11 15:41:00,Adoption,Foster,Dog,Neutered Male,365,Chihuahua Shorthair Mix,White/Tan
A706057,Sam,2015-07-22 17:41:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Brown Tabby/White
A676269,Unnamed,2014-06-01 16:09:00,Adoption,Offsite,Cat,Neutered Male,30,Domestic Shorthair Mix,Black
A675148,Freckles,2014-04-16 12:50:00,Transfer,Partner,Dog,Spayed Female,210,Australian Cattle Dog Mix,Blue Merle/Tan
A669875,Daisy,2013-12-30 14:06:00,Return_to_owner,unknown,Dog,Spayed Female,1825,Lhasa Apso Mix,Black
A699875,Unnamed,2015-04-04 13:27:00,Transfer,Partner,Dog,Intact Female,30,Rat Terrier Mix,Tricolor
A689503,Pickle,2014-11-13 13:37:00,Adoption,unknown,Cat,Neutered Male,300,Domestic Shorthair Mix,Black
A717756,Sugar,2016-01-07 13:32:00,Transfer,Partner,Dog,Spayed Female,730,Pit Bull Mix,White
A709221,Ceily,2015-08-24 16:11:00,Died,In Kennel,Cat,Intact Female,60,Domestic Longhair Mix,Black
A719259,Unnamed,2016-01-21 13:04:00,Transfer,Partner,Dog,Intact Female,60,Labrador Retriever Mix,Black
A686882,Stella,2014-08-28 17:44:00,Return_to_owner,unknown,Dog,Spayed Female,270,Pit Bull/Boxer,Red/White
A676084,Ginger,2014-04-16 17:08:00,Adoption,unknown,Cat,Spayed Female,300,Domestic Shorthair Mix,Brown Tabby
A667424,Unnamed,2013-11-19 18:59:00,Transfer,Partner,Dog,Intact Male,30,German Shepherd Mix,Black/Tan
A711633,Remy,2015-09-14 13:43:00,Transfer,Partner,Dog,Intact Male,150,Labrador Retriever/Collie Rough,Brown/Red
A691710,Unnamed,2014-11-09 09:00:00,Transfer,SCRP,Cat,Intact Female,90,Domestic Shorthair Mix,Brown Tabby/White
A674239,Zeke,2014-03-18 11:31:00,Transfer,Partner,Dog,Neutered Male,1825,American Eskimo,White
A715884,Buppie,2016-01-16 16:45:00,Transfer,Partner,Dog,Neutered Male,730,Dachshund/Chihuahua Shorthair,Brown/White
A698770,Molly,2015-05-30 16:20:00,Adoption,Foster,Dog,Spayed Female,180,Boxer Mix,Black/White
A705183,Kenny,2015-10-15 12:03:00,Adoption,Foster,Dog,Neutered Male,365,Pit Bull Mix,White/Brown
A710654,Unnamed,2015-09-14 19:08:00,Transfer,Partner,Cat,Intact Female,28,Domestic Shorthair Mix,Blue Tabby/White
A676931,Unnamed,2014-04-17 14:30:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Orange Tabby
A696397,Peanut,2015-02-08 18:16:00,Adoption,unknown,Dog,Neutered Male,60,Labrador Retriever Mix,Brown Brindle
A687943,Unnamed,2014-09-12 15:51:00,Transfer,Partner,Cat,Intact Female,7,Domestic Shorthair Mix,Brown Tabby
A689169,Unnamed,2014-09-30 15:48:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Orange Tabby
A665467,Unnamed,2013-10-21 15:37:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,White/Blue
A675963,Rusty,2014-04-08 17:50:00,Adoption,unknown,Dog,Neutered Male,1095,Labrador Retriever Mix,Buff
A385442,Clyde,2014-01-11 16:00:00,Return_to_owner,unknown,Dog,Neutered Male,3650,Labrador Retriever Mix,Cream/Tan
A701210,Charlie,2015-05-03 16:31:00,Adoption,unknown,Dog,Neutered Male,730,Australian Kelpie Mix,Red
A704184,Unnamed,2015-06-07 15:31:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Tortie
A701020,Domino,2015-07-03 16:07:00,Adoption,unknown,Dog,Neutered Male,1095,Miniature Poodle Mix,Black
A668161,Unnamed,2013-11-28 15:14:00,Transfer,Partner,Cat,Intact Female,21,Domestic Medium Hair Mix,Brown Tabby
A683032,Kayro,2014-07-06 16:06:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Doberman Pinsch Mix,Chocolate/Tan
A702854,Unnamed,2015-05-21 14:13:00,Transfer,Partner,Dog,Intact Male,730,Chihuahua Shorthair Mix,Black/White
A702186,Silky Coco,2015-06-11 19:15:00,Adoption,unknown,Dog,Spayed Female,1460,Chihuahua Shorthair Mix,Tricolor
A687788,Pepe,2014-09-12 17:41:00,Adoption,unknown,Dog,Neutered Male,90,Dachshund,Tricolor
A714814,Barley,2015-11-03 11:52:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Blue Tabby/White
A667384,Unnamed,2013-11-21 18:23:00,Adoption,unknown,Dog,Spayed Female,60,Pit Bull Mix,White/Tan
A705344,Eggs,2015-07-18 18:28:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Torbie
A706750,Bubba,2015-08-02 16:17:00,Adoption,unknown,Dog,Neutered Male,1095,Pit Bull/English Bulldog,White/Brown
